주소	입력주소	X	Y	CLSS	PNU	주소구분	표준신주소	표준구주소	우편번호
종로구 사직로 경복궁역 4번출구	서울특별시 종로구 사직로 경복궁역 4번출구	126.968936	37.575122	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 자하문로 자하문로 12	서울특별시 종로구 자하문로 자하문로 12	126.967432	37.588120	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 자하문로 자하문로 44	서울특별시 종로구 자하문로 자하문로 44	126.967432	37.588120	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 자하문로 효자동  정류소 ID : 01-112	서울특별시 종로구 자하문로 효자동  정류소 ID : 01-112	126.967432	37.588120	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 효자로 청와대 분수대 (사랑채)	서울특별시 종로구 효자로 청와대 분수대 (사랑채)	126.973469	37.578901	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 자하문로 경복궁역  정류소 ID : 01-115	서울특별시 종로구 자하문로 경복궁역  정류소 ID : 01-115	126.967432	37.588120	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 새문안로 새문안로 46 씨티은행	서울특별시 종로구 새문안로 새문안로 46 씨티은행	126.970282	37.569467	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 신문로 신문로2가 82 에스타워	서울특별시 종로구 신문로 신문로2가 82 에스타워	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 종로 세종대로 152 동아일보	서울특별시 종로구 종로 세종대로 152 동아일보	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로 14 한국무역공사	서울특별시 종로구 종로 종로 14 한국무역공사	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로 30-1 종로분식	서울특별시 종로구 종로 종로 30-1 종로분식	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로 68 대한기독교서회	서울특별시 종로구 종로 종로 68 대한기독교서회	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로 78 미려빌딩	서울특별시 종로구 종로 종로 78 미려빌딩	126.986000	37.569891	정좌표	공개용버전 미지원	새주소	미지원	미지원	03190
종로구 삼일대로 삼일대로 버스정류장	서울특별시 종로구 삼일대로 삼일대로 버스정류장	126.987431	37.573724	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 삼일대로 삼일대로 버스정류장	서울특별시 종로구 삼일대로 삼일대로 버스정류장	126.987431	37.573724	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로 83 종각귀금속	서울특별시 종로구 종로 종로 83 종각귀금속	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로 69 우리은행	서울특별시 종로구 종로 종로 69 우리은행	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 인사동14길 관광안내소	서울특별시 종로구 종로 인사동14길 관광안내소	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 삼일대로 인사동 남인사입구	서울특별시 종로구 삼일대로 인사동 남인사입구	126.987431	37.573724	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 율곡로 율곡로38 방범순찰대	서울특별시 종로구 율곡로 율곡로38 방범순찰대	126.996948	37.576499	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 삼일대로 삼일대로 467 노인복지센터	서울특별시 종로구 삼일대로 삼일대로 467 노인복지센터	126.987431	37.573724	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로1길 55 열린마당	서울특별시 종로구 종로 종로1길 55 열린마당	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 세종대로 사직동 142 세종로공원	서울특별시 종로구 세종대로 사직동 142 세종로공원	126.977096	37.572824	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 세종대로 세종대로 175  세종문화회관	서울특별시 종로구 세종대로 세종대로 175  세종문화회관	126.977096	37.572824	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 세종대로 광화문역 7번출구	서울특별시 종로구 세종대로 광화문역 7번출구	126.977096	37.572824	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 신문로 신문로2가 103-1  삼원약국	서울특별시 종로구 신문로 신문로2가 103-1  삼원약국	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 새문안로 신문로2가 2-1  서울역사박물관	서울특별시 종로구 새문안로 신문로2가 2-1  서울역사박물관	126.970282	37.569467	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 통일로 통일로 132 현대자동차	서울특별시 종로구 통일로 통일로 132 현대자동차	126.959538	37.574436	정좌표	공개용버전 미지원	새주소	미지원	미지원	03025
종로구 사직로 사직로8길 4 스페이스본  버스정류장	서울특별시 종로구 사직로 사직로8길 4 스페이스본  버스정류장	126.968936	37.575122	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 사직로 경복궁역 7번출구	서울특별시 종로구 사직로 경복궁역 7번출구	126.968936	37.575122	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 세종대로 청계광장	서울특별시 종로구 세종대로 청계광장	126.977096	37.572824	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로남측 종로2가 56-23  버거킹 앞	서울특별시 종로구 종로남측 종로2가 56-23  버거킹 앞	126.979231	37.573175	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 종로남측 종로4가 59-2 승보약국 앞	서울특별시 종로구 종로남측 종로4가 59-2 승보약국 앞	126.979231	37.573175	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 종로북측 종로2가 38-1 탑골공원 앞	서울특별시 종로구 종로북측 종로2가 38-1 탑골공원 앞	126.979231	37.573175	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 종로북측 종로3가 10 맥도날드 앞	서울특별시 종로구 종로북측 종로3가 10 맥도날드 앞	126.979231	37.573175	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 율곡로 민방위교육장앞	서울특별시 종로구 율곡로 민방위교육장앞	126.996948	37.576499	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 가회로 안국역 2번출구	서울특별시 종로구 가회로 안국역 2번출구	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 가회로 가회동 관광안내소옆	서울특별시 종로구 가회로 가회동 관광안내소옆	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 북촌로 가회동성당 앞	서울특별시 종로구 북촌로 가회동성당 앞	126.984901	37.582433	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 북촌로 북촌로 35  가회동주민센터	서울특별시 종로구 북촌로 북촌로 35  가회동주민센터	126.984901	37.582433	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 감고당길 율곡로3길 4 풍문여고 앞	서울특별시 종로구 감고당길 율곡로3길 4 풍문여고 앞	126.979231	37.573175	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 삼청로 삼청로 66 삼청파출소 앞	서울특별시 종로구 삼청로 삼청로 66 삼청파출소 앞	126.981417	37.583043	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 삼청로 총리공관옆	서울특별시 종로구 삼청로 총리공관옆	126.981417	37.583043	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 삼청로 삼청로 102  삼청수제비 건너편	서울특별시 종로구 삼청로 삼청로 102  삼청수제비 건너편	126.981417	37.583043	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 창경궁로 창경궁로 270  혜화동로터리  우리은행 앞	서울특별시 종로구 창경궁로 창경궁로 270  혜화동로터리  우리은행 앞	126.999161	37.580311	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 대학로 대학로 112  혜화역2번출구  아르코예술극장	서울특별시 종로구 대학로 대학로 112  혜화역2번출구  아르코예술극장	127.001073	37.578759	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 창경궁로 혜화로터리 버스중앙차로	서울특별시 종로구 창경궁로 혜화로터리 버스중앙차로	126.999161	37.580311	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 창경궁로 성대입구교차로  버스중앙차로	서울특별시 종로구 창경궁로 성대입구교차로  버스중앙차로	126.999161	37.580311	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 창경궁로 창경궁정문앞 버스중앙차로	서울특별시 종로구 창경궁로 창경궁정문앞 버스중앙차로	126.999161	37.580311	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 동대문종합시장	서울특별시 종로구 종로 동대문종합시장	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 동대문종합시장	서울특별시 종로구 종로 동대문종합시장	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 동대문종합시장	서울특별시 종로구 종로 동대문종합시장	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로1가 르메이에르앞 버스정류장	서울특별시 종로구 종로 종로1가 르메이에르앞 버스정류장	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로1가 SK빌딩 앞 버스정류장	서울특별시 종로구 종로 종로1가 SK빌딩 앞 버스정류장	126.983611	37.570753	정좌표	공개용버전 미지원	새주소	미지원	미지원	03161
종로구 종로 종로2가 YMCA빌딩 버스정류장	서울특별시 종로구 종로 종로2가 YMCA빌딩 버스정류장	126.983611	37.570753	정좌표	공개용버전 미지원	새주소	미지원	미지원	03161
종로구 종로 종로2가 귀금속 도매상가 앞  버스정류장	서울특별시 종로구 종로 종로2가 귀금속 도매상가 앞  버스정류장	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 인사동 남인사마당	서울특별시 종로구 인사동 남인사마당	126.986066	37.571721	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 인사동 북인사마당	서울특별시 종로구 인사동 북인사마당	126.986066	37.571721	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 율곡로 안국역 종로경찰서 앞 전화부스 옆	서울특별시 종로구 율곡로 안국역 종로경찰서 앞 전화부스 옆	126.996948	37.576499	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 삼일로 서울노인복지 회관 앞	서울특별시 종로구 삼일로 서울노인복지 회관 앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 종로 관철동  파리바게트앞	서울특별시 종로구 종로 관철동  파리바게트앞	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 관철동 아웃백앞	서울특별시 종로구 종로 관철동 아웃백앞	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 청계천로 청계천  할리스커피숍앞	서울특별시 종로구 청계천로 청계천  할리스커피숍앞	126.997722	37.569459	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 신문로 서울역사박물관앞	서울특별시 종로구 신문로 서울역사박물관앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 신문로 금호아시아나앞	서울특별시 종로구 신문로 금호아시아나앞	126.979231	37.573175	신주소룰리스트에 해당 도로명 미존재	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 신문로 풍림스페이스본 앞	서울특별시 종로구 신문로 풍림스페이스본 앞	126.979231	37.573175	신주소룰리스트에 해당 도로명 미존재	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 사직로 경복궁역 7번출구 버스정류장	서울특별시 종로구 사직로 경복궁역 7번출구 버스정류장	126.968936	37.575122	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 세종로 세종공원앞	서울특별시 종로구 세종로 세종공원앞	126.976790	37.580309	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 세종로 세종공원앞	서울특별시 종로구 세종로 세종공원앞	126.976790	37.580309	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 세종로 세종문화회관앞	서울특별시 종로구 세종로 세종문화회관앞	126.976790	37.580309	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 세종로 세종로 kt앞 버스정류장	서울특별시 종로구 세종로 세종로 kt앞 버스정류장	126.976790	37.580309	(도로명 없음)법정동 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 세종로 세종로 kt앞 버스정류장	서울특별시 종로구 세종로 세종로 kt앞 버스정류장	126.976790	37.580309	(도로명 없음)법정동 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 세종로 세종로 kt앞 버스정류장	서울특별시 종로구 세종로 세종로 kt앞 버스정류장	126.976790	37.580309	(도로명 없음)법정동 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 세종로 종로2가 삼일교 버스중앙차로	서울특별시 종로구 세종로 종로2가 삼일교 버스중앙차로	126.978099	37.569859	정좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 세종로 종로2가 삼일교 버스중앙차로	서울특별시 종로구 세종로 종로2가 삼일교 버스중앙차로	126.978099	37.569859	정좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로2가 탑골공원 횡단보도	서울특별시 종로구 종로 종로2가 탑골공원 횡단보도	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로2가 탑골공원 맞은편 버거킹 앞	서울특별시 종로구 종로 종로2가 탑골공원 맞은편 버거킹 앞	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로3가 맥도날드 앞	서울특별시 종로구 종로 종로3가 맥도날드 앞	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로3가 YBM건물  기업은행 앞 버스정류장	서울특별시 종로구 종로 종로3가 YBM건물  기업은행 앞 버스정류장	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로3가 STCO앞	서울특별시 종로구 종로 종로3가 STCO앞	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로3가역 15번 출구 앞	서울특별시 종로구 종로 종로3가역 15번 출구 앞	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로3가역 13번 출구	서울특별시 종로구 종로 종로3가역 13번 출구	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로4가 세운상가 앞 횡단보도 (종묘공원 맞은편)	서울특별시 종로구 종로 종로4가 세운상가 앞 횡단보도 (종묘공원 맞은편)	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로3가 5번출구	서울특별시 종로구 종로 종로3가 5번출구	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 왕산로  동묘역 10번출구 롯데캐슬 앞	서울특별시 종로구 왕산로  동묘역 10번출구 롯데캐슬 앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 지봉로 동대문 공인중개소앞	서울특별시 종로구 지봉로 동대문 공인중개소앞	127.015408	37.576042	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 왕산로 동대문 흥인빌딩 버스정류장 (창신1동 376-353 앞)	서울특별시 종로구 왕산로 동대문 흥인빌딩 버스정류장 (창신1동 376-353 앞)	126.979231	37.573175	신주소룰리스트에 해당 도로명 미존재	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 왕산로 신설동 로타리 숭인동 버스정류장 (숭인2동 183-9)	서울특별시 종로구 왕산로 신설동 로타리 숭인동 버스정류장 (숭인2동 183-9)	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 종로 종로5가  종오지하쇼핑 센타입구 버스정류장	서울특별시 종로구 종로 종로5가  종오지하쇼핑 센타입구 버스정류장	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로5가 우체국 버스정류장	서울특별시 종로구 종로 종로5가 우체국 버스정류장	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 대학로 방송통신대학 횡단보도	서울특별시 종로구 대학로 방송통신대학 횡단보도	127.001073	37.578759	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 대학로 혜화역 3번 출구 앞 버스정류장	서울특별시 종로구 대학로 혜화역 3번 출구 앞 버스정류장	127.001073	37.578759	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 대학로 혜화역 4번출구앞	서울특별시 종로구 대학로 혜화역 4번출구앞	127.001073	37.578759	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 대학로 까페띠아모 앞	서울특별시 종로구 대학로 까페띠아모 앞	127.001073	37.578759	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 대학로 동성고등학교 앞 횡단보도	서울특별시 종로구 대학로 동성고등학교 앞 횡단보도	127.001073	37.578759	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 혜화R 혜화성당앞 중앙버스정류장	서울특별시 종로구 혜화R 혜화성당앞 중앙버스정류장	126.979231	37.573175	시군구 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 창경궁로 성균관대입구 중앙차로 버스정류장	서울특별시 종로구 창경궁로 성균관대입구 중앙차로 버스정류장	126.999161	37.580311	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 창경궁로 창경궁 중앙차로 버스정류장	서울특별시 종로구 창경궁로 창경궁 중앙차로 버스정류장	126.999161	37.580311	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 창경궁로 보령빌딩 맞은편	서울특별시 종로구 창경궁로 보령빌딩 맞은편	126.997982	37.574525	정좌표	공개용버전 미지원	새주소	미지원	미지원	03127
종로구 삼청동 디자인 거리 삼청파출소 앞	서울특별시 종로구 삼청동 디자인 거리 삼청파출소 앞	126.981006	37.590761	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 삼청동 디자인 거리 총리공관 앞	서울특별시 종로구 삼청동 디자인 거리 총리공관 앞	126.981006	37.590761	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 삼청동 디자인 거리 삼청칼국수 앞	서울특별시 종로구 삼청동 디자인 거리 삼청칼국수 앞	126.981006	37.590761	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 삼청동 디자인 거리 감사원입구 버스정류장	서울특별시 종로구 삼청동 디자인 거리 감사원입구 버스정류장	126.981006	37.590761	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 율곡로 안국동 현대본사 버스정류장	서울특별시 종로구 율곡로 안국동 현대본사 버스정류장	126.977857	37.570965	정좌표	공개용버전 미지원	새주소	미지원	미지원	03154
종로구 율곡로 안국역 2번출구 버스정류장	서울특별시 종로구 율곡로 안국역 2번출구 버스정류장	126.996948	37.576499	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 율곡로 종로경찰서 맞은편 버스정류장	서울특별시 종로구 율곡로 종로경찰서 맞은편 버스정류장	126.996948	37.576499	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 율곡로 풍문여고입구 공중전화박스옆	서울특별시 종로구 율곡로 풍문여고입구 공중전화박스옆	126.996948	37.576499	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 사직로 사직동 경복궁역 엘리베이터앞	서울특별시 종로구 사직로 사직동 경복궁역 엘리베이터앞	126.968936	37.575122	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 자하문길 통의동 스타벅스앞	서울특별시 종로구 자하문길 통의동 스타벅스앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 자하문길 창성동 보석사랑앞	서울특별시 종로구 자하문길 창성동 보석사랑앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 자하문길 효자동 중국대사관위	서울특별시 종로구 자하문길 효자동 중국대사관위	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 자하문길 청운동 경복고등학교  버스정류장	서울특별시 종로구 자하문길 청운동 경복고등학교  버스정류장	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 효자로 청와대 분수대광장 (기타)	서울특별시 종로구 효자로 청와대 분수대광장 (기타)	126.973469	37.578901	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 삼청동 디자인 거리 춘추관 앞 화장실 (기타)	서울특별시 종로구 삼청동 디자인 거리 춘추관 앞 화장실 (기타)	126.981006	37.590761	법정동 좌표	공개용버전 미지원	판별불가	미지원	미지원	NULL
종로구 자하문길 경복궁역 7번출구	서울특별시 종로구 자하문길 경복궁역 7번출구	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 자하문길 적선동 효자죽앞	서울특별시 종로구 자하문길 적선동 효자죽앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 교육길 덕성여중 앞	서울특별시 종로구 교육길 덕성여중 앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 자하문길 통인동 통인시장 옆 호프데이치킨 앞	서울특별시 종로구 자하문길 통인동 통인시장 옆 호프데이치킨 앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 의주로 교남동 현대자동차앞	서울특별시 종로구 의주로 교남동 현대자동차앞	126.979231	37.573175	신주소룰리스트에 해당 도로명 미존재	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 의주로 교남동 육교밑 버스정류장	서울특별시 종로구 의주로 교남동 육교밑 버스정류장	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 의주로 경복궁 삼각대	서울특별시 종로구 의주로 경복궁 삼각대	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 의주로 무악동 행촌의원 버스정류장	서울특별시 종로구 의주로 무악동 행촌의원 버스정류장	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 의주로 무악동 독립문역 2번출구앞	서울특별시 종로구 의주로 무악동 독립문역 2번출구앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 자하문길 부암동 현대자동차앞 횡단보도	서울특별시 종로구 자하문길 부암동 현대자동차앞 횡단보도	126.979231	37.573175	신주소룰리스트에 해당 도로명 미존재	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 자하문길 부암동 하림각 앞	서울특별시 종로구 자하문길 부암동 하림각 앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 세검정길 부암동 세검정 버스정류장	서울특별시 종로구 세검정길 부암동 세검정 버스정류장	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 세검정길 신영동 신영모텔앞 버스정류장	서울특별시 종로구 세검정길 신영동 신영모텔앞 버스정류장	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 세검정길 평창동 일성아파트앞 버스정류장	서울특별시 종로구 세검정길 평창동 일성아파트앞 버스정류장	126.979231	37.573175	신주소룰리스트에 해당 도로명 미존재	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 세검정길 평창동 외환은행앞 버스정류장	서울특별시 종로구 세검정길 평창동 외환은행앞 버스정류장	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 진흥로 구기동 월드펫동물병원 앞	서울특별시 종로구 진흥로 구기동 월드펫동물병원 앞	126.959043	37.606743	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 진흥로 구기동 현대빌라 앞 버스정류장	서울특별시 종로구 진흥로 구기동 현대빌라 앞 버스정류장	126.959043	37.606743	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 진흥로 구기동 요진쉐레이앞 버스정류장	서울특별시 종로구 진흥로 구기동 요진쉐레이앞 버스정류장	126.956588	37.608217	정좌표	공개용버전 미지원	새주소	미지원	미지원	03012
종로구 진흥로 구기동 GS마켓앞 버스정류장	서울특별시 종로구 진흥로 구기동 GS마켓앞 버스정류장	126.959043	37.606743	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 진흥로 구기동 현대설비공사앞 버스정류장	서울특별시 종로구 진흥로 구기동 현대설비공사앞 버스정류장	126.959043	37.606743	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 진흥로 구기동 세검정초교앞 버스정류장	서울특별시 종로구 진흥로 구기동 세검정초교앞 버스정류장	126.959043	37.606743	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 진흥로 신영동 상명대학교앞 버스정류장	서울특별시 종로구 진흥로 신영동 상명대학교앞 버스정류장	126.959043	37.606743	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 왕산로 동대문 흥인빌딩 버스정류장 (창신1동 376-353 앞)	서울특별시 종로구 왕산로 동대문 흥인빌딩 버스정류장 (창신1동 376-353 앞)	126.979231	37.573175	신주소룰리스트에 해당 도로명 미존재	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 종로 종로4가 세운상가 앞 횡단보도 (종묘공원 맞은편)	서울특별시 종로구 종로 종로4가 세운상가 앞 횡단보도 (종묘공원 맞은편)	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
종로구 신문로 서울역사박물관앞	서울특별시 종로구 신문로 서울역사박물관앞	126.979231	37.573175	(도로명 없음)시구군 좌표	공개용버전 미지원	구주소	미지원	미지원	NULL
종로구 종로 종로3가역 15번 출구 앞	서울특별시 종로구 종로 종로3가역 15번 출구 앞	127.002822	37.571521	도로중심좌표	공개용버전 미지원	새주소	미지원	미지원	NULL
